id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2033191,Green Lake VIEW 2 Bed 1 Bath Apt,10437300,Paul,Other neighborhoods,Green Lake,47.67612,-122.33221,Entire home/apt,191,3,174,2024-09-18,1.38,1,300,39,STR-OPLI-19-001403
2037250,Bedroom with Private Spa-like Bath,1865986,Sheldon,Other neighborhoods,Greenwood,47.68434,-122.3572,Private room,93,3,118,2024-08-18,0.92,2,89,11,STR-OPLI-19-001288
2069917,1 Bdrm N. Beacon Hill Apt-East Unit,8284327,Anna,Beacon Hill,North Beacon Hill,47.57325,-122.3074,Entire home/apt,89,30,99,2024-05-22,0.85,1,293,1,STR-OPLI-19-002965
2118253,UW Spacious & Elegant 5 guests OK,3074414,Melissa,University District,University District,47.66789,-122.3008,Entire home/apt,135,30,35,2021-09-06,0.27,129,180,0,
2150760,Seward Park Cottage,10977007,Michelle,Seward Park,Seward Park,47.55264,-122.27113,Entire home/apt,139,2,229,2024-08-25,1.79,1,58,16,STR-OPLI-20-001164
2197168,Adorable Cottage near Light Rail,11206862,Tammi,Beacon Hill,North Beacon Hill,47.57882,-122.30842,Entire home/apt,139,30,173,2024-04-01,1.33,1,331,2,STR-OPLI-19-003105
2215336,2 bed Greenlake Apt- block from lake. Pets.,11299221,Kelly,Other neighborhoods,Green Lake,47.67334,-122.33451,Entire home/apt,162,2,195,2024-09-08,1.57,4,255,29,STR-OPLI-19-002778
2267862,Ballard Modern Studio,11580391,Shawn,Ballard,West Woodland,47.66577,-122.36659,Entire home/apt,135,2,55,2024-09-15,0.55,1,82,10,STR-OPLI-19-002461
2297917,Carkeek Retreat,11737076,Donna,Other neighborhoods,Broadview,47.70914,-122.36338,Entire home/apt,100,1,191,2024-09-05,1.48,1,333,22,STR-OPLI-19-002074
2298775,Secluded Setting in North Seattle B,225830,Lee & Steve,Northgate,Maple Leaf,47.69968,-122.30691,Private room,60,10,96,2024-05-24,0.76,1,25,5,STR-OPLI-19-002399
2391699,Hidden Artistic GEM & BEST of Seattle-Clean!!!,1123549,Sandy,Other neighborhoods,Fremont,47.65401,-122.34515,Private room,57,2,644,2024-09-15,5.13,2,22,49,STR-OPLI-19-002184
2396734,"Modern 2 bdrm, 2 Lofts apt, 50A EV charger, prkng.",4384828,Monique,Ballard,Adams,47.67529296875,-122.3888168334961,Entire home/apt,206,30,173,2024-09-14,1.35,2,337,26,STR-OPLI-19-002571
2446384,Ravenna Daylight Basement Suite,12509177,Susan And Joel,Other neighborhoods,Ravenna,47.6824,-122.30303,Private room,70,1,272,2024-09-12,2.74,1,24,61,STR-OPLI-19-000794
2471659,"Charming, split-level 1BD retreat",2824920,Gerrit & Ann,Rainier Valley,Columbia City,47.55217,-122.28502,Entire home/apt,93,2,487,2024-09-09,3.95,1,339,37,STR-OPLI-20-000386
2481189,City-Centric Queen Anne Getaway,12693172,Laura & Peter,Queen Anne,East Queen Anne,47.63757,-122.34593,Entire home/apt,161,2,174,2024-09-12,1.36,1,289,50,STR-OPLI-23-000906
2486612,"Quiet Second Floor ""Zen"" Apartment",6433045,Joseph,Beacon Hill,North Beacon Hill,47.5739,-122.30978,Entire home/apt,85,30,378,2024-09-07,2.94,1,332,20,STR-OPLI-19-000751
2522091,Apartment Ocean and Mountain Views,12913415,Michelle,West Seattle,North Admiral,47.587074,-122.393158,Entire home/apt,175,3,205,2024-09-17,1.60,2,319,15,STR-OPLI-19-001727
2536507,Alki Beach Studio Oasis Quiet Escape & Sweeping Ocean Views,5570855,Marian,West Seattle,North Admiral,47.58378,-122.39909,Entire home/apt,188,2,597,2024-08-28,4.68,2,316,35,STR-OPLI-19-001306
2578855,Cozy Suite in Even Cozier Location!,5507715,Stephanie,Other neighborhoods,Greenwood,47.68469,-122.35214,Entire home/apt,98,3,432,2024-09-10,3.40,1,192,31,STR-OPLI-19-000012
2612399,Studio Loft Garden Cottage,4485958,Phil And Andrea,Central Area,Madrona,47.60929,-122.29554,Entire home/apt,115,5,540,2024-09-15,4.29,2,65,53,STR-OPLI-19-000461
2614238,Mid Century Lakefront Condo,13386991,Kelly,Central Area,Leschi,47.59676,-122.28667,Entire home/apt,85,30,16,2024-05-20,0.13,1,156,4,
2614387,"Artistic Hidden GEM & Best of Seattle, Clean!!!",1123549,Sandy,Other neighborhoods,Fremont,47.6551,-122.34316,Private room,69,2,698,2024-09-15,5.47,2,51,48,STR-OPLI-19-002184
2620429,"Private, Downtown Convention Center 2BR 2BA",30832,Siena C.C.,Downtown,First Hill,47.61165,-122.32899,Entire home/apt,237,3,497,2024-09-07,3.94,7,57,30,STR-OPLI-22-000016
2670365,Light-Filled Room in 1908 Victorian in Hip Capitol Hill,13669439,Matthew,Capitol Hill,Stevens,47.63193,-122.30955,Private room,80,30,277,2024-08-03,2.44,2,230,3,STR-OPLI-19-001123
2692126,"Queen Anne Apt near Climate Pledge, SLU, Downtown",106972,Kelly,Queen Anne,East Queen Anne,47.63007,-122.34499,Entire home/apt,117,3,318,2024-09-19,2.58,4,134,32,STR-OPLI-21-000558
2693672,[Brand New Renovation] Space Needle Condo,13786062,Lucy,Downtown,Belltown,47.61855,-122.34512,Entire home/apt,102,5,242,2024-09-05,1.91,2,123,26,STR-OPLI-19-001626
2693700,Fremont Urban Oasis,13786376,Manuela,Other neighborhoods,Fremont,47.65546,-122.35963,Entire home/apt,130,2,652,2024-09-11,5.20,1,333,68,STR-OPLI-19-001716
2710274,South Room in Cozy Charming 1905 Cottage,10392662,Sheryl,Other neighborhoods,Wallingford,47.65848,-122.33339,Private room,71,30,190,2023-08-31,1.49,2,49,0,STR-OPLI-23-000939
2727808,Fremont Cozy Cottage,13959773,Rose Michelle,Other neighborhoods,Fremont,47.66006,-122.35235,Entire home/apt,95,14,214,2020-04-03,1.69,1,324,0,STR-OPLI-19-002117
2731253,The Pad,601600,Hal,Other neighborhoods,Fremont,47.65361,-122.34931,Entire home/apt,169,3,348,2024-08-31,2.74,2,339,21,STR-OPLI-19-000772
2760312,The Roost - Restful Apartment with AC & Gym,14107195,Jean-Sébastien,Other neighborhoods,Fremont,47.65412,-122.35262,Entire home/apt,204,2,466,2024-09-08,3.70,4,10,20,STR-OPLI-19-001250
2762241,High End Phinney Apartment,14127360,Anne,Other neighborhoods,Phinney Ridge,47.67279,-122.35926,Entire home/apt,125,30,53,2024-07-24,0.43,1,170,3,STR-OPLI-23-000451
2809796,Garden Cottage near beach/downtown,14372052,Kathleen,Delridge,North Delridge,47.56628,-122.36652,Entire home/apt,99,2,415,2024-09-05,3.31,1,308,43,STR-OPLI-19-002024
2830174,"Fun, Cozy Seattle Launchpad",3381463,Katrina,Central Area,Atlantic,47.59485,-122.3095,Private room,71,30,29,2016-05-29,0.23,1,83,0,
2847177,Fast internet short walk to UW (209),3074414,Melissa,University District,University District,47.66315,-122.31348,Entire home/apt,120,30,24,2022-09-13,0.19,129,90,0,STR-OPLI-20-000157
2882641,"No Cleaning Fee!  Quiet, urban Capitol Hill house",13240442,Adam,Capitol Hill,Stevens,47.62494,-122.30343,Entire home/apt,195,6,100,2024-06-26,0.80,2,326,4,STR-OPLI-19-000293
2923529,Fremont Sunrise View with Free Parking,14926558,Sarah & Katie,Queen Anne,North Queen Anne,47.64714,-122.35336,Entire home/apt,186,2,420,2024-09-09,3.34,1,253,24,STR-OPLI-19-001477
2931922,"2 Baths W/D,View walk UW (302)",3074414,Melissa,University District,University District,47.66308,-122.30442,Entire home/apt,140,30,45,2023-09-20,0.37,129,70,0,STR-OPLI-19-002641
2935486,2-bdrm Waterfront Downtown Seattle,14015217,Elsie,Downtown,Belltown,47.615265,-122.349747,Entire home/apt,316,30,562,2024-09-02,4.47,1,317,45,STR-OPLI-19-000863
2948548,Center UW Fast Internet Comfy 109,3074414,Melissa,University District,University District,47.66094,-122.31542,Entire home/apt,121,30,46,2024-08-14,0.37,129,169,2,STR-OPLI-20-002641
2950213,Entire artist's  apt in hip hood,15060417,Ginny,Ballard,Adams,47.66482,-122.38316,Entire home/apt,300,5,151,2024-08-03,1.21,1,260,5,STR-OPLI-20-000043
2970666,"Spacious, Modern, Location",1121532,Melissa,Capitol Hill,Broadway,47.62192,-122.32569,Entire home/apt,128,30,194,2024-01-31,1.55,9,349,2,STR-OPLI-19-001708
2976798,Cozy City Bedroom and Den,2066223,Patricia,Other neighborhoods,Wallingford,47.65668,-122.32631,Private room,65,2,324,2024-09-20,2.75,1,51,31,STR-OPLI-20-000938
2989758,Sunny Craftsman home in Fremont,1730412,Desdemona,Other neighborhoods,Fremont,47.66127,-122.3511,Entire home/apt,110,2,351,2024-07-24,2.80,1,15,29,STR-OPLI-19-001029
2995996,The Blue House on Thomas Corner in Madison Valley,2781551,Ron,Central Area,Mann,47.62126,-122.29708,Entire home/apt,329,30,63,2022-02-26,0.51,4,10,0,STR-OPLI-19-001833
3022308,"Walk to UW, U Village,  Serene A",3074414,Melissa,University District,University District,47.66548,-122.30384,Entire home/apt,115,30,9,2024-08-03,0.07,129,133,1,
3022564,Contemporary Studio in Columbia City,12086787,Marcus,Rainier Valley,Columbia City,47.55995,-122.28322,Entire home/apt,105,2,852,2024-09-06,6.81,2,322,83,STR-OPLI-19-003235
3061918,Cape Cod Cottage - Quiet & Convenient,15566972,Scott,West Seattle,North Admiral,47.57142,-122.38029,Private room,100,30,41,2019-09-02,0.33,1,267,0,
3121829,Fam friendly townhouse with Peloton! Near it all.,4152568,Barrie,Ballard,Adams,47.67204,-122.38053,Entire home/apt,110,4,39,2024-08-12,0.31,1,7,2,STR-OPLI-19-000550
3158243,"Washer Dryer, U Village, Ravenna  (304)",3074414,Melissa,University District,University District,47.66351,-122.30233,Entire home/apt,165,30,77,2024-07-19,0.62,129,90,3,STR-OPLI-19-002641
3254956,"1 Bedroom, 800 SqFt Apt, U.District/Wallingford",6680836,Dimple,Other neighborhoods,Wallingford,47.65434,-122.32898,Entire home/apt,129,30,56,2024-09-14,0.45,2,358,5,STR-OPLI-23-000989
3263071,New carpet Walk to UW. Quiet Top 50,3074414,Melissa,University District,University District,47.65928,-122.317,Entire home/apt,112,30,43,2023-04-26,0.34,129,294,0,
3269390,Detached Private Guest Cottage in Sought-After Neighborhood,12171359,Diane,Queen Anne,West Queen Anne,47.63268,-122.3671,Entire home/apt,180,3,549,2024-09-06,4.40,3,315,50,STR-OPLI-19-003085
3273014,Center UW Clean & bright 202,3074414,Melissa,University District,University District,47.66155,-122.315,Entire home/apt,121,30,23,2024-09-07,0.18,129,180,1,STR-OPLI-19-002641
3273240,"Romantic NY style loft in Pioneer Square, Seattle",13697241,Bonnie,Downtown,Pioneer Square,47.6002,-122.3338,Entire home/apt,259,2,383,2024-09-19,3.07,1,234,45,STR-OPLI-19-001453
3303376,Brick loft w comfy bed and heat/aircon,30559,Angielena,Other neighborhoods,Georgetown,47.55043,-122.31837,Private room,78,2,222,2024-09-18,1.78,10,344,20,Exempt
3303857,"Cool, Fast WIFI walk to UW (14)",3074414,Melissa,University District,University District,47.65707,-122.3166,Entire home/apt,,30,31,2022-09-08,0.25,129,10,0,
3308979,Modern City Home+Views+Hot tub+Parking,16708587,Jill,Queen Anne,West Queen Anne,47.63089,-122.36778,Entire home/apt,918,1,139,2024-08-28,1.12,5,31,24,STR-OPLI-19-002872
3312406,Seattle Urban-Chic Studio Cottage,16727906,Tory,Other neighborhoods,Fremont,47.66074,-122.35705,Entire home/apt,166,2,341,2024-09-17,2.74,2,132,12,STR-OPLI-19-002982
3379116,An Enchanting Hidden Gem in the Heart of Seattle,14138534,Jill,Cascade,Eastlake,47.64627,-122.32271,Entire home/apt,314,2,224,2024-09-02,1.84,1,251,6,STR-OPLI-19-001515
3385421,Triple Venti View & Penthouse Style Lux,16255476,Ken,Downtown,Pike-Market,47.61088,-122.34389,Entire home/apt,475,30,36,2021-08-16,0.29,3,345,0,
3405896,Styled West Seattle Studio Near Nature Trails,10219841,Conni & Stew,Delridge,High Point,47.55138,-122.37518,Entire home/apt,,6,87,2024-09-07,1.27,1,0,19,STR-OPLI-20-000447
3441450,Serene Escape - Pike Place Market,16587333,Rob And Jessica,Downtown,Central Business District,47.6076,-122.33938,Entire home/apt,174,7,92,2024-08-31,0.74,2,297,12,STR-OPLI-19-000850
3441487,1 Bedroom Suite near Downtown Seattle & Swedish,17342935,David,Downtown,Yesler Terrace,47.60487,-122.32054,Entire home/apt,100,30,9,2023-09-16,0.08,3,318,0,
3505739,Water view! Seattle - Alki Beach View Bungalow,1801138,Shauna,West Seattle,Alki,47.57776,-122.40721,Entire home/apt,,1,321,2024-08-17,2.59,3,0,31,STR-OPLI-19-003172
3505829,"Craftsman w/Off-Street Parking, EV Charger, Dog OK",6668610,Don,Other neighborhoods,Wallingford,47.658749,-122.328133,Entire home/apt,,4,19,2024-06-30,0.15,1,0,1,STR-OPLI-19-002175
3510818,Charming Pre-War Ballard Cottage,5635244,Shannon,Ballard,Whittier Heights,47.67915,-122.37173,Entire home/apt,,10,115,2024-07-01,0.93,2,0,2,STR-OPLI-19-001088
3543247,"Private Sauna, cold plunge, Hot Tub and E-bikes",17834927,Jeffrey,Other neighborhoods,Greenwood,47.69589,-122.35908,Entire home/apt,199,1,865,2024-09-20,7.17,2,197,97,STR-OPLI-19-000037
3559811,"Center UW, Comfy, Quiet &View (303)",3074414,Melissa,University District,University District,47.66246,-122.31471,Entire home/apt,120,30,45,2024-08-16,0.36,129,365,2,STR-OPLI-19-002641
3652078,Seattle Houseboat Stay on the Water,525710,Libby,Queen Anne,North Queen Anne,47.65233,-122.36351,Entire home/apt,,180,3,2021-09-03,0.03,2,190,0,
3673011,Cozy & Private Room in the Heart of Columbia City,1859394,Andrew,Rainier Valley,Columbia City,47.55822,-122.28444,Private room,69,30,85,2019-08-04,0.69,1,165,0,
3678718,Cozy 1 Bdrm Basement Apartment in Heart of Ballard,5776729,Ballard Odd Fellows,Ballard,Adams,47.66911,-122.37957,Entire home/apt,110,2,397,2024-09-17,3.23,1,166,27,STR-OPLI-19-002988
3679617,"Center UW, Comfy, Clean &View (204)",3074414,Melissa,University District,University District,47.66314,-122.31304,Entire home/apt,124,30,26,2024-09-09,0.21,129,160,2,
3689416,"Greenwood Condo, attached bath",6533205,Lauren,Other neighborhoods,Bitter Lake,47.72494,-122.35308,Private room,149,30,30,2021-11-18,0.24,2,54,0,STR-OPLI-19-003183
3689461,The Port- a peaceful penthouse level pied-à-terre,3837152,Jeannine,Downtown,First Hill,47.61216,-122.32984,Entire home/apt,245,3,36,2023-11-07,0.62,1,158,5,STR-OPLI-19-002497
3706719,Center UW Comfy  Clean Quiet Remodeled Kitchen 306,3074414,Melissa,University District,University District,47.66157,-122.31288,Entire home/apt,125,30,31,2023-09-30,0.25,129,90,1,STR-OPLI-19-002641
3739681,Spacious 2 brd close to everything,832888,Matt And Jess,Other neighborhoods,Wallingford,47.66159,-122.33325,Entire home/apt,137,30,81,2023-08-29,0.66,1,246,0,str-opli-19-003512
3766055,Beautiful Ravenna Hardwoods UW,19292422,Claire,Other neighborhoods,Ravenna,47.68130414806616,-122.31158852202788,Private room,55,30,91,2024-09-11,0.74,1,198,4,STR-OPLI-19-001254
3770248,"Center UW, 98 Walk Score Convenient Comfy  (212)",3074414,Melissa,University District,University District,47.66131,-122.31499,Entire home/apt,113,30,27,2024-08-24,0.22,129,90,1,STR-OPLI-19-002641
3772674,Cozy Ballard Apartment,18232665,Kim,Ballard,Adams,47.67345,-122.39416,Entire home/apt,109,3,391,2024-09-16,3.19,1,76,35,STR-OPLI-19-001597
3818746,"Alki Beach View Home, Two Blocks Above the Beach",33360,Laura,West Seattle,North Admiral,47.58366,-122.39911,Entire home/apt,318,3,129,2024-09-03,1.09,7,323,9,STR-OPLI-19-001327
3835995,Ballard Craftsman Charmer,19756727,Jamie,Ballard,West Woodland,47.67248,-122.3648,Entire home/apt,120,30,371,2024-07-31,3.01,1,363,2,STR-OPLI-19-000185
3861673,Beautiful Guest Suite for 2 in Ballard,19928221,Debbie,Ballard,Whittier Heights,47.68551,-122.37523,Entire home/apt,96,1,1450,2024-09-11,11.83,1,220,130,STR-OPLI-20-000712
3908378,Cozy Suite in Ballard Craftsman,1611939,Andrew,Ballard,Whittier Heights,47.67616,-122.36682,Entire home/apt,145,2,626,2024-09-18,5.10,1,76,55,STR-OPLI-19-002749
3921664,Arboretum 1-Bedroom with Parking,20314969,Ariel,Central Area,Harrison/Denny-Blaine,47.62415,-122.29188,Entire home/apt,139,2,233,2024-09-17,2.19,1,60,43,STR-OPLI-23-000628
3959460,upper level apt in duplex with view,7307064,Beth,Other neighborhoods,Phinney Ridge,47.68039,-122.35192,Entire home/apt,154,30,147,2022-03-24,1.20,1,87,0,STR-OPLI-20-000071
3992155,Downtown Seattle Studio - Belltown,8616799,Jana,Downtown,Belltown,47.6184,-122.34545,Entire home/apt,77,30,221,2024-06-17,1.82,1,245,4,STR-OPLI-19-003197
4000591,The Haven - A Stylish Townhome on Queen Anne,18700451,Jun,Queen Anne,East Queen Anne,47.63846,-122.35247,Entire home/apt,728,2,43,2024-09-02,1.81,1,95,16,STR-OPLI-22-001609
4025954,Greenlake Getaway,20873639,James,Other neighborhoods,Green Lake,47.67798,-122.33059,Entire home/apt,90,30,107,2020-01-19,0.88,1,263,0,STR-OPLI-20-000092
4026757,GREENLAKE SUITES - center of seattle,10061445,Roland,Other neighborhoods,Wallingford,47.66667938232422,-122.33920288085938,Entire home/apt,188,1,500,2024-09-08,4.10,2,359,15,STR-OPLI-19-001891
4046863,GREENLAKE BUNGALOW - center of seattle,10061445,Roland,Other neighborhoods,Wallingford,47.66626739501953,-122.33902740478516,Entire home/apt,192,1,445,2024-08-28,3.64,2,351,30,STR-OPLI-19-001891
4053972,Cheery and Sweet Madrona Apartment,2325108,Josh And Nicole,Central Area,Madrona,47.6164,-122.28406,Entire home/apt,110,21,211,2024-05-12,1.73,1,57,9,STR-OPLI-19-002529
4069543,West Seattle - Private Family Suite,6584748,Sean And Karla,West Seattle,Fauntleroy,47.53106,-122.39281,Private room,120,1,321,2024-09-15,2.63,2,2,42,STR-OPLI-19-001102
4100009,Spacious 1BR in upper Fremont,14012754,Lara,Other neighborhoods,Fremont,47.66135,-122.35633,Entire home/apt,110,2,258,2024-09-02,2.12,4,267,15,STR-OPLI-19-000778
4113197,"Greenwood Condo; Pool, Spa & Gym",6533205,Lauren,Other neighborhoods,Bitter Lake,47.72293,-122.35426,Entire home/apt,190,30,10,2024-09-10,0.08,2,234,4,
4129218,"Stylish Studio, Lives like 1 BR w/ Full Kitchen",19294641,Derek,Capitol Hill,Broadway,47.62347412109375,-122.31898498535156,Entire home/apt,127,1,437,2024-09-14,4.09,1,137,38,STR-OPLI-19-003013
4135710,Floating Home~Lake Union~Gas Works Park,3979528,Amelia & Suzi,Other neighborhoods,Wallingford,47.6479,-122.33201,Entire home/apt,,30,6,2019-01-08,0.06,1,5,0,
4137114,P2 Cosmo living - Convention Center on Pike St,9058822,Andre And Joel,Downtown,Central Business District,47.61327,-122.3306,Entire home/apt,195,7,289,2024-09-04,2.39,3,355,8,STR-OPLI-19-000810
4165554,UW Elegant & Clean  (48),3074414,Melissa,University District,University District,47.65836,-122.31606,Entire home/apt,125,30,25,2024-05-31,0.22,129,365,3,STR-OPLI-19-000157
4170863,Mother in Law Apartment- Queen Bed,19193158,Faith,Central Area,Leschi,47.60381,-122.29562,Entire home/apt,112,3,205,2024-09-02,1.69,1,322,12,STR-OPLI-21-000003
4204939,"Charming Main Level home, close to everything",21816248,Ramnika,Other neighborhoods,Ravenna,47.68009,-122.30059,Entire home/apt,193,2,85,2024-08-31,2.55,1,81,22,STR-OPLI-21-001366
4211081,Cozy Capitol Hill Home,1379358,Peter,Capitol Hill,Broadway,47.62377,-122.31857,Entire home/apt,295,2,315,2024-08-06,2.61,1,341,18,STR-OPLI-19-002541
4263136,minimal and artful room in Seattle,2350534,Marta,Capitol Hill,Broadway,47.62782,-122.32789,Entire home/apt,507,32,20,2015-03-07,0.17,1,83,0,
4270642,Remodeled wood Floor walk to UW 101,3074414,Melissa,University District,University District,47.66305,-122.31444,Entire home/apt,112,30,59,2022-11-12,0.49,129,365,0,
4279578,Bright GreenLake studio + free off-street parking,22218808,Donna,Other neighborhoods,Green Lake,47.68239,-122.32743,Entire home/apt,110,1,504,2024-09-02,4.18,1,27,54,STR-OPLI-20-000264
4286182,"Bright Basement Apartment w/ Private Patio, Grill",19039209,Ted,Central Area,Mann,47.61329,-122.30005,Entire home/apt,129,2,274,2024-09-04,3.16,1,141,29,STR-OPLI-19-002345
4287974,Cozy Seattle Home for 2-6 guests,20219463,Dan,Other neighborhoods,Windermere,47.67141,-122.27607,Entire home/apt,147,30,114,2019-10-15,0.96,1,89,0,
4324917,"Spacious, private apartment on Queen Anne Hill",1628476,Ralph,Queen Anne,Lower Queen Anne,47.63166,-122.36083,Entire home/apt,89,2,337,2024-09-16,2.89,1,124,42,STR-OPLI-19-001631
4340838,Great Greenlake studio apartment,11600938,Brian And Kylie,Other neighborhoods,Wallingford,47.66831,-122.32594,Entire home/apt,139,1,426,2024-08-30,3.60,1,294,43,STR-OPLI-19-002474
4364624,Private Guest House with Outdoor Patio,22737225,David,Central Area,Minor,47.60847,-122.30688,Entire home/apt,126,2,520,2024-09-20,5.11,1,311,63,STR-OPLI-19-001540
4387557,Lovely condo overlooking the Fremont Bridge,22778664,Michael,Queen Anne,North Queen Anne,47.64511,-122.3518,Entire home/apt,156,1,165,2024-09-15,7.24,1,17,92,STR-OPLI-22-001621
4400811,Cozy Charming Old Home Near City Center,4199445,Liam,Rainier Valley,Mount Baker,47.57129,-122.29086,Entire home/apt,137,6,136,2024-08-17,1.15,2,17,14,STR-OPLI-19-001423
